,Scenario,Product,Sub-Product,Date,Volumes
303,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20200101,52
304,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20200201,53
305,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20200301,76
306,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20200401,73
307,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20200501,61
308,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20200601,55
309,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20200701,31
310,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20200801,38
311,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20200901,30
312,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20201001,40
313,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20201101,26
314,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20201201,51
315,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20210101,19
316,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20210201,17
317,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20210301,20
318,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20210401,27
319,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20210501,28
320,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20210601,22
321,Service Delivery - RBO + SDP + EASE - Te,CCE,Change,20210701,3
322,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20190201,1
323,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20190301,51
324,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20190401,48
325,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20190501,65
326,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20190601,54
327,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20190701,35
328,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20190801,31
329,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20190901,30
330,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20191001,34
331,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20191101,35
332,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20191201,49
333,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20200101,46
334,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20200201,55
335,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20200301,51
336,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20200401,63
337,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20200501,51
338,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20200601,27
339,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20200701,45
340,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20200801,35
341,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20200901,24
342,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20201001,24
343,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20201101,10
344,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20201201,20
345,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20210101,23
346,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20210201,8
347,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20210301,19
348,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20210401,18
349,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20210501,4
350,Service Delivery - RBO + SDP + EASE - Te,CCE,Install,20210601,1
351,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20190101,33
352,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20190201,18
353,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20190301,58
354,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20190401,734
355,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20190501,639
356,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20190601,559
357,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20190701,582
358,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20190801,618
359,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20190901,806
360,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20191001,640
361,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20191101,630
362,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20191201,569
363,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20200101,583
364,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20200201,537
365,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20200301,538
366,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20200401,500
367,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20200501,519
368,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20200601,523
369,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20200701,613
370,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20200801,536
371,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20200901,545
372,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20201001,520
373,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20201101,488
374,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20201201,494
375,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20210101,436
376,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20210201,485
377,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20210301,597
378,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20210401,568
379,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20210501,518
380,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20210601,445
381,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Change,20210701,66
382,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20190101,2
383,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20190201,2
384,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20190301,7
385,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20190401,59
386,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20190501,69
387,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20190601,55
388,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20190701,61
389,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20190801,53
390,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20190901,56
391,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20191001,49
392,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20191101,39
393,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20191201,51
394,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20200101,46
395,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20200201,46
396,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20200301,39
397,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20200401,39
398,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20200501,31
399,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20200601,30
400,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20200701,77
401,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20200801,32
402,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20200901,31
403,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20201001,43
404,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20201101,38
405,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20201201,51
406,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20210101,35
407,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20210201,46
408,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20210301,44
409,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20210401,43
410,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20210501,30
411,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20210601,23
412,Service Delivery - RBO + SDP + EASE - Te,Converged Services,Install,20210701,2
413,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20190101,8
414,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20190201,17
415,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20190301,41
416,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20190401,16
417,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20190501,35
418,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20190601,20
419,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20190701,70
420,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20190801,65
421,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20190901,69
422,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20191001,79
423,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20191101,27
424,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20191201,35
425,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20200101,37
426,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20200201,47
427,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20200301,46
428,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20200401,31
429,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20200501,33
430,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20200601,39
431,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20200701,19
432,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20200801,19
433,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20200901,50
434,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20201001,34
435,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20201101,54
436,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20201201,30
437,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20210101,65
438,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20210201,110
439,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20210301,46
440,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20210401,99
441,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20210501,41
442,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20210601,25
443,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Change,20210701,5
444,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20190101,55
445,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20190201,35
446,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20190301,112
447,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20190401,118
448,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20190501,85
449,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20190601,415
450,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20190701,155
451,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20190801,148
452,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20190901,102
453,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20191001,138
454,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20191101,108
455,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20191201,373
456,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20200101,95
457,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20200201,318
458,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20200301,142
459,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20200401,124
460,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20200501,162
461,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20200601,120
462,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20200701,95
463,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20200801,466
464,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20200901,168
465,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20201001,166
466,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20201101,148
467,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20201201,339
468,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20210101,378
469,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20210201,249
470,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20210301,197
471,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20210401,158
472,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20210501,151
473,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20210601,106
474,Service Delivery - RBO + SDP + EASE - Te,Dark Fiber,Install,20210701,14
475,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20190101,9
476,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20190201,5
477,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20190301,6317
478,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20190401,8225
479,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20190501,6505
480,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20190601,6036
481,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20190701,5743
482,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20190801,5257
483,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20190901,3204
484,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20191001,2948
485,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20191101,2084
486,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20191201,2037
487,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20200101,1593
488,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20200201,1669
489,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20200301,2143
490,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20200401,1397
491,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20200501,1082
492,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20200601,1234
493,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20200701,1482
494,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20200801,1142
495,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20200901,944
496,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20201001,1352
497,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20201101,1004
498,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20201201,888
499,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20210101,747
500,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20210201,1046
501,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20210301,955
502,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20210401,1062
503,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20210501,956
504,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20210601,971
505,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Change,20210701,104
506,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20190101,14
507,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20190201,20
508,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20190301,1648
509,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20190401,2454
510,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20190501,2744
511,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20190601,2569
512,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20190701,2828
513,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20190801,3178
514,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20190901,2855
515,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20191001,3082
516,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20191101,2517
517,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20191201,2354
518,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20200101,2489
519,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20200201,2189
520,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20200301,2496
521,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20200401,2210
522,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20200501,1951
523,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20200601,1959
524,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20200701,2402
525,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20200801,2314
526,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20200901,3148
527,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20201001,3290
528,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20201101,2765
529,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20201201,2064
530,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20210101,2058
531,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20210201,2625
532,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20210301,2668
533,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20210401,2343
534,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20210501,2213
535,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20210601,1969
536,Service Delivery - RBO + SDP + EASE - Te,Ethernet,Install,20210701,221
537,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20190101,1
538,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20190201,1
539,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20190301,51
540,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20190401,52
541,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20190501,46
542,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20190601,59
543,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20190701,54
544,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20190801,53
545,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20190901,50
546,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20191001,47
547,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20191101,44
548,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20191201,46
549,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20200101,61
550,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20200201,40
551,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20200301,66
552,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20200401,74
553,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20200501,94
554,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20200601,88
555,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20200701,57
556,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20200801,68
557,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20200901,61
558,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20201001,93
559,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20201101,102
560,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20201201,98
561,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20210101,76
562,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20210201,76
563,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20210301,90
564,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20210401,67
565,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20210501,88
566,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20210601,97
567,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Change,20210701,13
568,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20190101,1
569,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20190201,1
570,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20190301,581
571,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20190401,688
572,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20190501,701
573,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20190601,715
574,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20190701,708
575,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20190801,780
576,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20190901,721
577,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20191001,819
578,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20191101,788
579,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20191201,730
580,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20200101,853
581,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20200201,829
582,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20200301,707
583,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20200401,682
584,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20200501,774
585,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20200601,881
586,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20200701,945
587,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20200801,886
588,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20200901,796
589,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20201001,898
590,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20201101,711
591,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20201201,630
592,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20210101,540
593,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20210201,458
594,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20210301,460
595,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20210401,462
596,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20210501,451
597,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20210601,412
598,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data,Install,20210701,43
599,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20190201,3
600,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20190301,257
601,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20190401,231
602,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20190501,278
603,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20190601,223
604,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20190701,283
605,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20190801,301
606,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20190901,303
607,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20191001,281
608,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20191101,270
609,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20191201,302
610,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20200101,394
611,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20200201,391
612,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20200301,424
613,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20200401,349
614,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20200501,309
615,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20200601,307
616,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20200701,341
617,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20200801,339
618,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20200901,360
619,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20201001,335
620,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20201101,301
621,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20201201,324
622,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20210101,322
623,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20210201,344
624,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20210301,376
625,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20210401,300
626,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20210501,335
627,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20210601,248
628,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Change,20210701,29
629,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20190201,1
630,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20190301,275
631,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20190401,355
632,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20190501,352
633,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20190601,316
634,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20190701,345
635,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20190801,365
636,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20190901,341
637,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20191001,411
638,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20191101,297
639,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20191201,348
640,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20200101,486
641,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20200201,453
642,Service Delivery - RBO + SDP + EASE - Te,Fiber Plus Data & Voice,Install,20200301,407
